index,captured_at,device_id,sample_slot,scd40_temp,scd40_hum,sen55_temp,sen55_hum,scd40_offset_valid,scd40_offset,scd40_offset_raw,sen55_offset_valid,sen55_offset,sen55_offset_raw
19,2026-05-22T22:38:13.052430+00:00,ecosensor03,23,32.37,36.24,32.61,32.61,True,10.7,4007,True,-3.02,-604
20,2026-05-22T22:38:18.379012+00:00,ecosensor03,24,32.38,36.14,32.61,32.61,True,10.7,4007,True,-3.02,-604
21,2026-05-22T22:38:24.836283+00:00,ecosensor03,25,32.39,36.17,32.61,32.63,True,10.7,4007,True,-3.02,-604
22,2026-05-22T22:38:29.787962+00:00,ecosensor03,26,32.4,36.16,32.61,32.63,True,10.7,4007,True,-3.02,-604
23,2026-05-22T22:38:41.147320+00:00,ecosensor03,28,32.4,36.18,32.61,32.65,True,10.7,4007,True,-3.02,-604
24,2026-05-22T22:38:46.931220+00:00,ecosensor03,29,32.42,36.13,32.61,32.66,True,10.7,4007,True,-3.02,-604
25,2026-05-22T22:38:52.305694+00:00,ecosensor03,30,32.41,36.22,32.6,32.67,True,10.7,4007,True,-3.02,-604
26,2026-05-22T22:38:57.608890+00:00,ecosensor03,31,32.4,36.04,32.6,32.68,True,10.7,4007,True,-3.02,-604
27,2026-05-22T22:39:03.242212+00:00,ecosensor03,32,32.41,36.19,32.6,32.7,True,10.7,4007,True,-3.02,-604
28,2026-05-22T22:39:08.551451+00:00,ecosensor03,33,32.38,36.19,32.6,32.69,True,10.7,4007,True,-3.02,-604
29,2026-05-22T22:39:14.092143+00:00,ecosensor03,34,32.39,36.13,32.6,32.71,True,10.7,4007,True,-3.02,-604
30,2026-05-22T22:39:19.254142+00:00,ecosensor03,35,32.41,36.15,32.6,32.71,True,10.7,4007,True,-3.02,-604
31,2026-05-22T22:39:30.623111+00:00,ecosensor03,36,32.43,36.22,32.6,32.71,True,10.7,4007,True,-3.02,-604
32,2026-05-22T22:39:30.628112+00:00,ecosensor03,37,32.42,36.14,32.6,32.71,True,10.7,4007,True,-3.02,-604
33,2026-05-22T22:39:36.421087+00:00,ecosensor03,38,32.42,36.11,32.6,32.74,True,10.7,4007,True,-3.02,-604
34,2026-05-22T22:39:42.019421+00:00,ecosensor03,39,32.4,36.17,32.6,32.76,True,10.7,4007,True,-3.02,-604
35,2026-05-22T22:39:47.273541+00:00,ecosensor03,40,32.42,36.2,32.6,32.78,True,10.7,4007,True,-3.02,-604
36,2026-05-22T22:39:52.535674+00:00,ecosensor03,41,32.42,36.16,32.6,32.79,True,10.7,4007,True,-3.02,-604
37,2026-05-22T22:39:57.907410+00:00,ecosensor03,42,32.42,36.1,32.6,32.79,True,10.7,4007,True,-3.02,-604
38,2026-05-22T22:40:03.258640+00:00,ecosensor03,43,32.41,36.17,32.6,32.8,True,10.7,4007,True,-3.02,-604
39,2026-05-22T22:40:08.497264+00:00,ecosensor03,44,32.43,36.13,32.6,32.79,True,10.7,4007,True,-3.02,-604
40,2026-05-22T22:40:13.904734+00:00,ecosensor03,45,32.43,36.16,32.6,32.8,True,10.7,4007,True,-3.02,-604
41,2026-05-22T22:40:19.317292+00:00,ecosensor03,46,32.44,36.18,32.6,32.78,True,10.7,4007,True,-3.02,-604
42,2026-05-22T22:40:30.781413+00:00,ecosensor03,48,32.42,36.21,32.6,32.78,True,10.7,4007,True,-3.02,-604
43,2026-05-22T22:40:42.128890+00:00,ecosensor03,50,32.44,36.18,32.6,32.8,True,10.7,4007,True,-3.02,-604
44,2026-05-22T22:40:47.531499+00:00,ecosensor03,51,32.44,36.14,32.6,32.81,True,10.7,4007,True,-3.02,-604
45,2026-05-22T22:40:52.998940+00:00,ecosensor03,52,32.45,36.15,32.6,32.79,True,10.7,4007,True,-3.02,-604
46,2026-05-22T22:40:58.333140+00:00,ecosensor03,53,32.44,36.18,32.6,32.79,True,10.7,4007,True,-3.02,-604
47,2026-05-22T22:41:03.630173+00:00,ecosensor03,54,32.45,36.16,32.6,32.79,True,10.7,4007,True,-3.02,-604
48,2026-05-22T22:41:09.195581+00:00,ecosensor03,55,32.46,36.09,32.6,32.82,True,10.7,4007,True,-3.02,-604
49,2026-05-22T22:41:14.710505+00:00,ecosensor03,56,32.46,36.15,32.6,32.83,True,10.7,4007,True,-3.02,-604
50,2026-05-22T22:41:20.035700+00:00,ecosensor03,57,32.44,36.08,32.6,32.87,True,10.7,4007,True,-3.02,-604
51,2026-05-22T22:41:31.433651+00:00,ecosensor03,59,32.46,36.2,32.6,32.93,True,10.7,4007,True,-3.02,-604
52,2026-05-22T22:41:44.112747+00:00,ecosensor03,1,32.46,36.24,32.6,32.91,True,10.7,4007,True,-3.02,-604
53,2026-05-22T22:41:49.319462+00:00,ecosensor03,2,32.47,36.13,32.6,32.95,True,10.7,4007,True,-3.02,-604
54,2026-05-22T22:41:54.553022+00:00,ecosensor03,3,32.46,36.17,32.6,32.98,True,10.7,4007,True,-3.02,-604
55,2026-05-22T22:42:00.083821+00:00,ecosensor03,4,32.46,36.13,32.6,32.97,True,10.7,4007,True,-3.02,-604
56,2026-05-22T22:42:05.605946+00:00,ecosensor03,5,32.5,36.13,32.6,32.94,True,10.7,4007,True,-3.02,-604
57,2026-05-22T22:42:10.758361+00:00,ecosensor03,6,32.46,36.21,32.6,32.94,True,10.7,4007,True,-3.02,-604
58,2026-05-22T22:42:16.109475+00:00,ecosensor03,7,32.46,36.15,32.6,32.93,True,10.7,4007,True,-3.02,-604
59,2026-05-22T22:42:21.334139+00:00,ecosensor03,8,32.48,36.13,32.6,32.93,True,10.7,4007,True,-3.02,-604
60,2026-05-22T22:42:32.925712+00:00,ecosensor03,10,32.46,36.17,32.6,32.95,True,10.7,4007,True,-3.02,-604
61,2026-05-22T22:42:50.455577+00:00,ecosensor03,13,32.49,36.16,32.6,32.99,True,10.7,4007,True,-3.02,-604
62,2026-05-22T22:42:55.879558+00:00,ecosensor03,14,32.47,36.13,32.6,32.96,True,10.7,4007,True,-3.02,-604
63,2026-05-22T22:43:01.579213+00:00,ecosensor03,15,32.46,36.12,32.6,32.95,True,10.7,4007,True,-3.02,-604
64,2026-05-22T22:43:07.508283+00:00,ecosensor03,16,32.47,36.19,32.6,32.98,True,10.7,4007,True,-3.02,-604
65,2026-05-22T22:43:12.982989+00:00,ecosensor03,17,32.46,36.13,32.6,33.04,True,10.7,4007,True,-3.02,-604
66,2026-05-22T22:43:18.334327+00:00,ecosensor03,18,32.5,36.22,32.6,33.09,True,10.7,4007,True,-3.02,-604
67,2026-05-22T22:43:29.673144+00:00,ecosensor03,20,32.51,36.23,32.6,33.11,True,10.7,4007,True,-3.02,-604
68,2026-05-22T22:43:35.099282+00:00,ecosensor03,21,32.48,36.15,32.6,33.06,True,10.7,4007,True,-3.02,-604
69,2026-05-22T22:43:46.157233+00:00,ecosensor03,23,32.48,36.18,32.6,33.03,True,10.7,4007,True,-3.02,-604
70,2026-05-22T22:43:52.101677+00:00,ecosensor03,24,32.48,36.15,32.6,33.02,True,10.7,4007,True,-3.02,-604
71,2026-05-22T22:43:57.381233+00:00,ecosensor03,25,32.49,36.25,32.6,33.03,True,10.7,4007,True,-3.02,-604
72,2026-05-22T22:44:02.756402+00:00,ecosensor03,26,32.49,36.24,32.6,33.05,True,10.7,4007,True,-3.02,-604
73,2026-05-22T22:44:08.073568+00:00,ecosensor03,27,32.48,36.25,32.6,33.05,True,10.7,4007,True,-3.02,-604
74,2026-05-22T22:44:13.397324+00:00,ecosensor03,28,32.48,36.32,32.6,33.08,True,10.7,4007,True,-3.02,-604
75,2026-05-22T22:44:18.839069+00:00,ecosensor03,29,32.48,36.1,32.6,33.08,True,10.7,4007,True,-3.02,-604
76,2026-05-22T22:44:26.119318+00:00,ecosensor03,30,32.51,36.2,32.6,33.1,True,10.7,4007,True,-3.02,-604
77,2026-05-22T22:44:30.189299+00:00,ecosensor03,31,32.5,36.22,32.6,33.1,True,10.7,4007,True,-3.02,-604
78,2026-05-22T22:44:35.609938+00:00,ecosensor03,32,32.51,36.14,32.6,33.1,True,10.7,4007,True,-3.02,-604
79,2026-05-22T22:44:47.086989+00:00,ecosensor03,34,32.51,36.28,32.6,33.12,True,10.7,4007,True,-3.02,-604
80,2026-05-22T22:44:52.269111+00:00,ecosensor03,35,32.5,36.3,32.59,33.14,True,10.7,4007,True,-3.02,-604
81,2026-05-22T22:44:57.537083+00:00,ecosensor03,36,32.51,36.15,32.59,33.15,True,10.7,4007,True,-3.02,-604
82,2026-05-22T22:45:03.135219+00:00,ecosensor03,37,32.51,36.2,32.59,33.14,True,10.7,4007,True,-3.02,-604
83,2026-05-22T22:45:08.590221+00:00,ecosensor03,38,32.5,36.29,32.59,33.12,True,10.7,4007,True,-3.02,-604
84,2026-05-22T22:45:14.036180+00:00,ecosensor03,39,32.52,36.3,32.59,33.11,True,10.7,4007,True,-3.02,-604
85,2026-05-22T22:45:19.646346+00:00,ecosensor03,40,32.5,36.13,32.59,33.08,True,10.7,4007,True,-3.02,-604
86,2026-05-22T22:45:25.395032+00:00,ecosensor03,41,32.51,36.15,32.59,33.08,True,10.7,4007,True,-3.02,-604
87,2026-05-22T22:45:30.761099+00:00,ecosensor03,42,32.51,36.25,32.59,33.09,True,10.7,4007,True,-3.02,-604
88,2026-05-22T22:45:47.864804+00:00,ecosensor03,45,32.53,36.26,32.59,33.12,True,10.7,4007,True,-3.02,-604
89,2026-05-22T22:45:53.345034+00:00,ecosensor03,46,32.53,36.17,32.59,33.12,True,10.7,4007,True,-3.02,-604
90,2026-05-22T22:45:59.043438+00:00,ecosensor03,47,32.5,36.18,32.59,33.12,True,10.7,4007,True,-3.02,-604
91,2026-05-22T22:46:05.099252+00:00,ecosensor03,48,32.53,36.21,32.59,33.13,True,10.7,4007,True,-3.02,-604
92,2026-05-22T22:46:11.169626+00:00,ecosensor03,49,32.52,36.27,32.58,33.16,True,10.7,4007,True,-3.02,-604
93,2026-05-22T22:46:16.624535+00:00,ecosensor03,50,32.52,36.22,32.58,33.17,True,10.7,4007,True,-3.02,-604
94,2026-05-22T22:46:27.974716+00:00,ecosensor03,52,32.54,36.18,32.58,33.18,True,10.7,4007,True,-3.02,-604
95,2026-05-22T22:46:33.376554+00:00,ecosensor03,53,32.52,36.15,32.58,33.18,True,10.7,4007,True,-3.02,-604
96,2026-05-22T22:46:50.999878+00:00,ecosensor03,56,32.52,36.22,32.58,33.16,True,10.7,4007,True,-3.02,-604
97,2026-05-22T22:46:53.126123+00:00,ecosensor03,54,32.54,36.28,32.58,33.19,True,10.7,4007,True,-3.02,-604
98,2026-05-22T22:46:55.121343+00:00,ecosensor03,55,32.51,36.2,32.58,33.17,True,10.7,4007,True,-3.02,-604
99,2026-05-22T22:46:56.316473+00:00,ecosensor03,57,32.54,36.24,32.58,33.16,True,10.7,4007,True,-3.02,-604
100,2026-05-22T22:47:01.503023+00:00,ecosensor03,58,32.53,36.28,32.58,33.17,True,10.7,4007,True,-3.02,-604
101,2026-05-22T22:47:06.880266+00:00,ecosensor03,59,32.52,36.16,32.58,33.17,True,10.7,4007,True,-3.02,-604
102,2026-05-22T22:47:12.374446+00:00,ecosensor03,60,32.55,36.27,32.58,33.19,True,10.7,4007,True,-3.02,-604
103,2026-05-22T22:47:18.325808+00:00,ecosensor03,1,32.53,36.2,32.58,33.2,True,10.7,4007,True,-3.02,-604
104,2026-05-22T22:47:30.050848+00:00,ecosensor03,3,32.53,36.24,32.58,33.22,True,10.7,4007,True,-3.02,-604
105,2026-05-22T22:47:47.131869+00:00,ecosensor03,6,32.53,36.26,32.58,33.24,True,10.7,4007,True,-3.02,-604
106,2026-05-22T22:47:52.634939+00:00,ecosensor03,7,32.53,36.21,32.58,33.27,True,10.7,4007,True,-3.02,-604
107,2026-05-22T22:47:58.362852+00:00,ecosensor03,8,32.53,36.26,32.58,33.27,True,10.7,4007,True,-3.02,-604
108,2026-05-22T22:48:04.004245+00:00,ecosensor03,9,32.54,36.18,32.58,33.27,True,10.7,4007,True,-3.02,-604
109,2026-05-22T22:48:09.350893+00:00,ecosensor03,10,32.56,36.3,32.58,33.28,True,10.7,4007,True,-3.02,-604
110,2026-05-22T22:48:14.550869+00:00,ecosensor03,11,32.55,36.27,32.58,33.27,True,10.7,4007,True,-3.02,-604
111,2026-05-22T22:48:19.774305+00:00,ecosensor03,12,32.55,36.21,32.58,33.28,True,10.7,4007,True,-3.02,-604
112,2026-05-22T22:48:25.217509+00:00,ecosensor03,13,32.54,36.25,32.58,33.28,True,10.7,4007,True,-3.02,-604
113,2026-05-22T22:48:31.289743+00:00,ecosensor03,14,32.55,36.18,32.58,33.27,True,10.7,4007,True,-3.02,-604
114,2026-05-22T22:48:48.764950+00:00,ecosensor03,16,32.55,36.33,32.58,33.29,True,10.7,4007,True,-3.02,-604
115,2026-05-22T22:48:54.596458+00:00,ecosensor03,18,32.54,36.22,32.58,33.31,True,10.7,4007,True,-3.02,-604
116,2026-05-22T22:49:00.231881+00:00,ecosensor03,19,32.57,36.29,32.58,33.34,True,10.7,4007,True,-3.02,-604
117,2026-05-22T22:49:05.756698+00:00,ecosensor03,20,32.55,36.3,32.58,33.36,True,10.7,4007,True,-3.02,-604
118,2026-05-22T22:49:11.575855+00:00,ecosensor03,21,32.55,36.24,32.58,33.38,True,10.7,4007,True,-3.02,-604
119,2026-05-22T22:49:17.319699+00:00,ecosensor03,22,32.55,36.24,32.58,33.39,True,10.7,4007,True,-3.02,-604
120,2026-05-22T22:49:22.965523+00:00,ecosensor03,23,32.55,36.25,32.58,33.4,True,10.7,4007,True,-3.02,-604
121,2026-05-22T22:49:29.003482+00:00,ecosensor03,24,32.58,36.13,32.58,33.43,True,10.7,4007,True,-3.02,-604
122,2026-05-22T22:49:34.323863+00:00,ecosensor03,25,32.54,36.29,32.58,33.45,True,10.7,4007,True,-3.02,-604
123,2026-05-22T22:49:45.687755+00:00,ecosensor03,26,32.55,36.37,32.58,33.47,True,10.7,4007,True,-3.02,-604
124,2026-05-22T22:49:45.703755+00:00,ecosensor03,27,32.57,36.29,32.58,33.5,True,10.7,4007,True,-3.02,-604
125,2026-05-22T22:49:51.132695+00:00,ecosensor03,28,32.55,36.2,32.58,33.52,True,10.7,4007,True,-3.02,-604
126,2026-05-22T22:49:56.637016+00:00,ecosensor03,29,32.56,36.32,32.58,33.52,True,10.7,4007,True,-3.02,-604
127,2026-05-22T22:50:02.579321+00:00,ecosensor03,30,32.56,36.32,32.58,33.5,True,10.7,4007,True,-3.02,-604
128,2026-05-22T22:50:07.804948+00:00,ecosensor03,31,32.55,36.37,32.58,33.48,True,10.7,4007,True,-3.02,-604
129,2026-05-22T22:50:13.079810+00:00,ecosensor03,32,32.58,36.23,32.58,33.47,True,10.7,4007,True,-3.02,-604
130,2026-05-22T22:50:18.511994+00:00,ecosensor03,33,32.57,36.37,32.58,33.46,True,10.7,4007,True,-3.02,-604
131,2026-05-22T22:50:25.132903+00:00,ecosensor03,34,32.57,36.32,32.58,33.47,True,10.7,4007,True,-3.02,-604
132,2026-05-22T22:50:29.923352+00:00,ecosensor03,35,32.57,36.3,32.58,33.48,True,10.7,4007,True,-3.02,-604
133,2026-05-22T22:50:35.443333+00:00,ecosensor03,36,32.57,36.32,32.58,33.5,True,10.7,4007,True,-3.02,-604
134,2026-05-22T22:50:46.927794+00:00,ecosensor03,38,32.58,36.42,32.58,33.5,True,10.7,4007,True,-3.02,-604
135,2026-05-22T22:50:52.517636+00:00,ecosensor03,39,32.56,36.24,32.58,33.49,True,10.7,4007,True,-3.02,-604
136,2026-05-22T22:50:57.976854+00:00,ecosensor03,40,32.56,36.3,32.58,33.49,True,10.7,4007,True,-3.02,-604
137,2026-05-22T22:51:03.572730+00:00,ecosensor03,41,32.58,36.33,32.58,33.47,True,10.7,4007,True,-3.02,-604
138,2026-05-22T22:51:10.277179+00:00,ecosensor03,42,32.58,36.35,32.58,33.47,True,10.7,4007,True,-3.02,-604
139,2026-05-22T22:51:15.460854+00:00,ecosensor03,43,32.58,36.29,32.58,33.46,True,10.7,4007,True,-3.02,-604
140,2026-05-22T22:51:21.046676+00:00,ecosensor03,44,32.59,36.37,32.58,33.47,True,10.7,4007,True,-3.02,-604
141,2026-05-22T22:51:26.652300+00:00,ecosensor03,45,32.59,36.26,32.58,33.46,True,10.7,4007,True,-3.02,-604
142,2026-05-22T22:51:32.186245+00:00,ecosensor03,46,32.58,36.27,32.58,33.45,True,10.7,4007,True,-3.02,-604
143,2026-05-22T22:51:43.444559+00:00,ecosensor03,48,32.59,36.35,32.57,33.47,True,10.7,4007,True,-3.02,-604
144,2026-05-22T22:51:55.120873+00:00,ecosensor03,50,32.6,36.23,32.57,33.52,True,10.7,4007,True,-3.02,-604
145,2026-05-22T22:52:06.542112+00:00,ecosensor03,52,32.58,36.35,32.57,33.54,True,10.7,4007,True,-3.02,-604
146,2026-05-22T22:52:11.894144+00:00,ecosensor03,53,32.59,36.26,32.57,33.54,True,10.7,4007,True,-3.02,-604
147,2026-05-22T22:52:17.900585+00:00,ecosensor03,54,32.58,36.31,32.57,33.51,True,10.7,4007,True,-3.02,-604
148,2026-05-22T22:52:35.361171+00:00,ecosensor03,57,32.58,36.26,32.57,33.45,True,10.7,4007,True,-3.02,-604
149,2026-05-22T22:52:47.636371+00:00,ecosensor03,59,32.59,36.18,32.57,33.39,True,10.7,4007,True,-3.02,-604
150,2026-05-22T22:52:58.830280+00:00,ecosensor03,1,32.59,36.22,32.57,33.36,True,10.7,4007,True,-3.02,-604
151,2026-05-22T22:53:04.007551+00:00,ecosensor03,2,32.61,36.28,32.57,33.32,True,10.7,4007,True,-3.02,-604
152,2026-05-22T22:53:15.408096+00:00,ecosensor03,4,32.59,36.21,32.57,33.25,True,10.7,4007,True,-3.02,-604
153,2026-05-22T22:53:21.203031+00:00,ecosensor03,5,32.59,36.18,32.57,33.28,True,10.7,4007,True,-3.02,-604
154,2026-05-22T22:53:26.981538+00:00,ecosensor03,6,32.59,36.18,32.57,33.31,True,10.7,4007,True,-3.02,-604
155,2026-05-22T22:53:32.723779+00:00,ecosensor03,7,32.58,36.24,32.57,33.36,True,10.7,4007,True,-3.02,-604
156,2026-05-22T22:53:50.241371+00:00,ecosensor03,10,32.61,36.25,32.56,33.3,True,10.7,4007,True,-3.02,-604
157,2026-05-22T22:53:55.773601+00:00,ecosensor03,11,32.6,36.22,32.56,33.27,True,10.7,4007,True,-3.02,-604
158,2026-05-22T22:54:01.223270+00:00,ecosensor03,12,32.61,36.2,32.56,33.26,True,10.7,4007,True,-3.02,-604
159,2026-05-22T22:54:12.598038+00:00,ecosensor03,14,32.61,36.17,32.56,33.22,True,10.7,4007,True,-3.02,-604
160,2026-05-22T22:54:18.079177+00:00,ecosensor03,15,32.62,36.12,32.56,33.23,True,10.7,4007,True,-3.02,-604
161,2026-05-22T22:54:23.915902+00:00,ecosensor03,16,32.6,36.14,32.56,33.24,True,10.7,4007,True,-3.02,-604
162,2026-05-22T22:54:29.667351+00:00,ecosensor03,17,32.62,36.08,32.56,33.28,True,10.7,4007,True,-3.02,-604
163,2026-05-22T22:54:35.577000+00:00,ecosensor03,18,32.6,36.11,32.56,33.29,True,10.7,4007,True,-3.02,-604
164,2026-05-22T22:54:40.807800+00:00,ecosensor03,19,32.62,36.15,32.56,33.28,True,10.7,4007,True,-3.02,-604
165,2026-05-22T22:54:46.431687+00:00,ecosensor03,20,32.62,36.16,32.56,33.27,True,10.7,4007,True,-3.02,-604
166,2026-05-22T22:54:52.332326+00:00,ecosensor03,21,32.63,36.11,32.56,33.25,True,10.7,4007,True,-3.02,-604
167,2026-05-22T22:55:03.850465+00:00,ecosensor03,23,32.62,36.1,32.56,33.18,True,10.7,4007,True,-3.02,-604
168,2026-05-22T22:55:09.105274+00:00,ecosensor03,24,32.62,36.11,32.56,33.18,True,10.7,4007,True,-3.02,-604
169,2026-05-22T22:55:14.297105+00:00,ecosensor03,25,32.63,36.13,32.56,33.17,True,10.7,4007,True,-3.02,-604
170,2026-05-22T22:55:19.631409+00:00,ecosensor03,26,32.62,36.12,32.56,33.19,True,10.7,4007,True,-3.02,-604
171,2026-05-22T22:55:27.621969+00:00,ecosensor03,27,32.61,36.1,32.56,33.22,True,10.7,4007,True,-3.02,-604
172,2026-05-22T22:55:45.332475+00:00,ecosensor03,30,32.63,36.12,32.56,33.28,True,10.7,4007,True,-3.02,-604
173,2026-05-22T22:55:51.605199+00:00,ecosensor03,31,32.63,36.08,32.56,33.28,True,10.7,4007,True,-3.02,-604
174,2026-05-22T22:55:56.913124+00:00,ecosensor03,32,32.62,36.08,32.56,33.29,True,10.7,4007,True,-3.02,-604
175,2026-05-22T22:56:02.327415+00:00,ecosensor03,33,32.63,36.15,32.56,33.31,True,10.7,4007,True,-3.02,-604
176,2026-05-22T22:56:07.545637+00:00,ecosensor03,34,32.64,36.02,32.56,33.32,True,10.7,4007,True,-3.02,-604
177,2026-05-22T22:56:12.808016+00:00,ecosensor03,35,32.63,36.11,32.56,33.33,True,10.7,4007,True,-3.02,-604
178,2026-05-22T22:56:18.128185+00:00,ecosensor03,36,32.63,36.17,32.56,33.33,True,10.7,4007,True,-3.02,-604
179,2026-05-22T22:56:25.684969+00:00,ecosensor03,37,32.62,36.14,32.56,33.35,True,10.7,4007,True,-3.02,-604
180,2026-05-22T22:56:31.666937+00:00,ecosensor03,38,32.64,36.09,32.56,33.36,True,10.7,4007,True,-3.02,-604
181,2026-05-22T22:56:41.640139+00:00,ecosensor03,40,32.66,36.14,32.56,33.31,True,10.7,4007,True,-3.02,-604
182,2026-05-22T22:56:52.970858+00:00,ecosensor03,42,32.63,36.05,32.56,33.2,True,10.7,4007,True,-3.02,-604
183,2026-05-22T22:56:58.718518+00:00,ecosensor03,43,32.64,36.11,32.56,33.19,True,10.7,4007,True,-3.02,-604
184,2026-05-22T22:57:04.192868+00:00,ecosensor03,44,32.65,36.01,32.56,33.14,True,10.7,4007,True,-3.02,-604
185,2026-05-22T22:57:10.017189+00:00,ecosensor03,45,32.63,36.08,32.56,33.04,True,10.7,4007,True,-3.02,-604
186,2026-05-22T22:57:15.441372+00:00,ecosensor03,46,32.65,36.04,32.56,33.02,True,10.7,4007,True,-3.02,-604
187,2026-05-22T22:57:20.841686+00:00,ecosensor03,47,32.65,36.01,32.56,32.99,True,10.7,4007,True,-3.02,-604
188,2026-05-22T22:57:26.261290+00:00,ecosensor03,48,32.66,36.04,32.56,33.01,True,10.7,4007,True,-3.02,-604
189,2026-05-22T22:57:31.788320+00:00,ecosensor03,49,32.66,36.03,32.56,33.08,True,10.7,4007,True,-3.02,-604
190,2026-05-22T22:57:48.842957+00:00,ecosensor03,52,32.65,35.93,32.56,33.09,True,10.7,4007,True,-3.02,-604
191,2026-05-22T22:57:54.248314+00:00,ecosensor03,53,32.65,35.98,32.56,33.07,True,10.7,4007,True,-3.02,-604
192,2026-05-22T22:57:59.772640+00:00,ecosensor03,54,32.66,36.04,32.56,33.02,True,10.7,4007,True,-3.02,-604
193,2026-05-22T22:58:05.039570+00:00,ecosensor03,55,32.67,35.98,32.56,33.0,True,10.7,4007,True,-3.02,-604
194,2026-05-22T22:58:10.413094+00:00,ecosensor03,56,32.67,35.99,32.56,32.96,True,10.7,4007,True,-3.02,-604
195,2026-05-22T22:58:15.838505+00:00,ecosensor03,57,32.66,36.1,32.56,32.92,True,10.7,4007,True,-3.02,-604
196,2026-05-22T22:58:21.308720+00:00,ecosensor03,58,32.66,36.06,32.56,32.91,True,10.7,4007,True,-3.02,-604
197,2026-05-22T22:58:32.923907+00:00,ecosensor03,60,32.66,35.96,32.56,32.91,True,10.7,4007,True,-3.02,-604
198,2026-05-22T22:58:44.722553+00:00,ecosensor03,2,32.67,35.98,32.56,32.97,True,10.7,4007,True,-3.02,-604
199,2026-05-22T22:58:50.023562+00:00,ecosensor03,3,32.65,35.93,32.56,32.95,True,10.7,4007,True,-3.02,-604
200,2026-05-22T22:58:55.469564+00:00,ecosensor03,4,32.67,35.87,32.56,32.92,True,10.7,4007,True,-3.02,-604
201,2026-05-22T22:59:00.762491+00:00,ecosensor03,5,32.65,35.85,32.56,32.91,True,10.7,4007,True,-3.02,-604
202,2026-05-22T22:59:06.470559+00:00,ecosensor03,6,32.66,35.88,32.56,32.91,True,10.7,4007,True,-3.02,-604
203,2026-05-22T22:59:12.217151+00:00,ecosensor03,7,32.65,35.73,32.56,32.86,True,10.7,4007,True,-3.02,-604
204,2026-05-22T22:59:18.124737+00:00,ecosensor03,8,32.67,35.86,32.56,32.81,True,10.7,4007,True,-3.02,-604
205,2026-05-22T22:59:35.657615+00:00,ecosensor03,11,32.66,35.87,32.56,32.75,True,10.7,4007,True,-3.02,-604
206,2026-05-22T22:59:52.984711+00:00,ecosensor03,14,32.69,35.72,32.56,32.67,True,10.7,4007,True,-3.02,-604
207,2026-05-22T22:59:58.333799+00:00,ecosensor03,15,32.68,35.83,32.56,32.65,True,10.7,4007,True,-3.02,-604
208,2026-05-22T23:00:03.576993+00:00,ecosensor03,16,32.66,35.83,32.56,32.63,True,10.7,4007,True,-3.02,-604
209,2026-05-22T23:00:08.789115+00:00,ecosensor03,17,32.67,35.78,32.56,32.64,True,10.7,4007,True,-3.02,-604
